user id,test group,converted,total ads,most ads day,most ads hour
1257240,ad,False,12,Thursday,20
1189834,ad,False,13,Monday,22
1476660,ad,False,9,Thursday,14
1562249,ad,False,2,Tuesday,12
1124884,ad,False,18,Thursday,9
1379392,ad,False,11,Wednesday,17
914926,psa,False,12,Friday,16
1271047,ad,False,6,Sunday,23
1151235,ad,False,24,Friday,14
1272399,ad,False,1,Friday,22
1219119,ad,False,3,Wednesday,19
1125966,ad,False,3,Wednesday,7
916552,psa,False,21,Friday,14
1634413,ad,False,236,Wednesday,6
1613863,ad,False,6,Wednesday,13
1553740,ad,False,1,Wednesday,15
1158416,ad,False,61,Monday,15
1157162,ad,False,50,Saturday,16
1130664,ad,False,16,Wednesday,14
1395034,ad,False,16,Monday,12
1481588,ad,False,5,Saturday,18
1524055,ad,False,6,Thursday,20
1276603,ad,False,30,Friday,14
1253321,ad,False,18,Friday,9
1418929,ad,False,18,Saturday,16
1161871,ad,False,3,Friday,16
1308809,ad,False,20,Wednesday,11
1407590,ad,False,46,Friday,15
1559520,ad,False,26,Friday,15
1275802,ad,False,1,Wednesday,12
1025337,ad,False,28,Friday,21
1415842,ad,False,63,Wednesday,15
1487593,ad,False,84,Wednesday,20
1574597,ad,False,11,Thursday,8
1621078,ad,False,6,Monday,18
1186729,ad,False,82,Monday,8
1627956,ad,False,1,Thursday,16
1568858,ad,False,19,Sunday,16
1444536,ad,False,4,Friday,13
1202752,ad,False,4,Monday,22
1322344,ad,False,13,Saturday,18
1593479,ad,False,16,Wednesday,9
1651469,ad,False,25,Friday,22
1562171,ad,False,45,Tuesday,12
1491008,ad,False,16,Monday,13
1366487,ad,False,6,Monday,23
1425123,ad,False,9,Monday,11
908282,psa,False,32,Thursday,13
1354778,ad,False,20,Tuesday,10
1451580,ad,False,7,Monday,23
1214686,ad,False,14,Thursday,20
1412942,ad,False,1,Wednesday,23
1152293,ad,False,22,Saturday,14
1631324,ad,False,19,Monday,22
1282714,ad,False,2,Sunday,15
1031927,ad,False,1,Tuesday,15
1559651,ad,False,3,Tuesday,13
1039452,ad,False,4,Thursday,13
1577337,ad,False,4,Monday,23
912883,psa,False,39,Tuesday,11
1327272,ad,False,18,Saturday,9
902400,psa,False,12,Saturday,14
900781,psa,False,15,Thursday,19
1250861,ad,False,8,Tuesday,11
1302067,ad,False,13,Saturday,14
1149569,ad,False,3,Sunday,3
922804,psa,False,9,Tuesday,15
1474318,ad,False,10,Monday,15
908206,psa,False,1,Thursday,20
1315203,ad,False,1,Friday,22
1292804,ad,False,40,Wednesday,5
1531135,ad,False,12,Monday,15
1175436,ad,False,14,Wednesday,13
1211829,ad,True,3,Sunday,20
1468481,ad,False,37,Wednesday,23
1231791,ad,False,2,Wednesday,16
1412113,ad,False,28,Sunday,13
908670,psa,False,15,Friday,18
1203174,ad,False,6,Monday,8
1008739,ad,False,21,Friday,16
916065,psa,False,9,Thursday,15
1588720,ad,False,25,Monday,22
1468083,ad,False,29,Saturday,16
1644024,ad,False,15,Thursday,21
1601398,ad,False,8,Sunday,15
1144712,ad,False,21,Monday,21
1603433,ad,False,19,Sunday,9
1385473,ad,False,1,Friday,10
1160063,ad,False,6,Sunday,16
1403475,ad,False,1,Tuesday,15
1071185,ad,False,1,Tuesday,19
1306318,ad,False,2,Tuesday,11
1322160,ad,False,21,Friday,12
1284117,ad,False,7,Wednesday,12
1535112,ad,False,14,Sunday,9
902783,psa,False,49,Friday,13
1197144,ad,False,11,Sunday,11
1247247,ad,False,15,Wednesday,16
1244872,ad,False,1,Monday,11
1521130,ad,False,2,Friday,9
1048984,ad,False,12,Thursday,20
1606865,ad,False,8,Tuesday,10
1126885,ad,False,19,Friday,15
1566635,ad,False,10,Thursday,9
1034885,ad,False,24,Friday,13
1268780,ad,False,11,Wednesday,15
1560691,ad,False,1,Wednesday,14
1347557,ad,False,9,Friday,18
1455064,ad,False,16,Sunday,16
1457924,ad,False,1,Wednesday,9
1152565,ad,False,31,Friday,17
1230544,ad,False,69,Friday,17
1588003,ad,False,20,Monday,14
1111629,ad,False,5,Sunday,10
1191104,ad,False,3,Thursday,12
1309688,ad,False,79,Friday,20
1537995,ad,False,1,Monday,11
1650762,ad,False,3,Friday,13
1315769,ad,False,14,Thursday,8
1536420,ad,False,7,Thursday,9
1515095,ad,False,23,Tuesday,21
1432305,ad,False,6,Monday,17
1375797,ad,False,69,Tuesday,22
1170043,ad,False,32,Sunday,19
1636951,ad,False,1,Thursday,15
1151370,ad,False,7,Saturday,14
1149322,ad,False,4,Tuesday,17
1000970,ad,False,14,Thursday,13
1587420,ad,True,87,Saturday,23
1503714,ad,False,58,Wednesday,15
1302375,ad,False,1,Saturday,10
1385780,ad,False,8,Tuesday,10
1228981,ad,False,6,Monday,13
1330804,ad,True,26,Thursday,17
1012272,ad,False,5,Friday,12
1347597,ad,False,26,Wednesday,7
1397728,ad,False,1,Saturday,14
1652067,ad,False,59,Sunday,9
1480137,ad,False,3,Sunday,9
1155440,ad,False,33,Sunday,12
1606752,ad,False,12,Saturday,23
1289270,ad,False,10,Thursday,15
1269831,ad,False,6,Sunday,22
1043212,ad,False,2,Monday,15
1641971,ad,False,429,Saturday,12
1172211,ad,False,30,Saturday,19
1205353,ad,False,7,Friday,1
1635877,ad,False,1,Monday,20
1038377,ad,False,1,Sunday,15
1430293,ad,False,7,Thursday,14
1643815,ad,False,14,Monday,19
1168259,ad,False,173,Friday,23
1039980,ad,False,4,Tuesday,21
1145100,ad,False,7,Tuesday,8
1627114,ad,False,15,Monday,9
1098089,ad,False,12,Saturday,13
1250169,ad,False,16,Wednesday,13
1038224,ad,False,18,Thursday,11
1125267,ad,False,21,Sunday,14
1212744,ad,False,17,Thursday,19
1285038,ad,False,14,Wednesday,11
1275984,ad,False,105,Friday,10
1506265,ad,False,10,Friday,18
1029300,ad,False,8,Friday,18
1253993,ad,False,30,Tuesday,17
1060563,ad,False,26,Monday,18
1619202,ad,False,1,Thursday,17
1577471,ad,False,1,Wednesday,22
1107047,ad,False,72,Sunday,13
1155097,ad,False,1,Saturday,21
1422656,ad,False,22,Thursday,14
1615147,ad,False,83,Sunday,11
1246580,ad,False,27,Friday,18
1529100,ad,False,6,Wednesday,12
1329699,ad,False,61,Sunday,0
1463775,ad,False,10,Tuesday,15
1529050,ad,False,7,Monday,7
1531496,ad,False,6,Thursday,10
1437745,ad,False,35,Friday,13
1555202,ad,False,1,Sunday,16
1127997,ad,False,4,Saturday,11
1554907,ad,False,10,Wednesday,14
1508533,ad,False,50,Sunday,12
1483901,ad,False,64,Sunday,22
1103843,ad,False,17,Saturday,17
1079319,ad,False,2,Tuesday,21
1114058,ad,True,19,Monday,11
1394782,ad,False,3,Tuesday,15
1277090,ad,False,2,Saturday,8
1036769,ad,False,15,Wednesday,10
1254536,ad,False,48,Friday,11
1394902,ad,False,14,Friday,14
1169676,ad,False,34,Wednesday,17
1123543,ad,False,17,Saturday,23
1599094,ad,False,56,Tuesday,12
1022719,ad,False,4,Thursday,13
1529071,ad,False,9,Friday,18
1439665,ad,False,3,Wednesday,10
1492066,ad,False,20,Sunday,21
1050903,ad,False,1,Monday,9
1378776,ad,False,1,Sunday,21
1456586,ad,False,4,Monday,18
1139883,ad,False,6,Thursday,10
1046799,ad,False,7,Wednesday,2
1372784,ad,False,26,Wednesday,8
1194243,ad,False,173,Sunday,7
1631564,ad,False,69,Saturday,18
1366215,ad,False,4,Tuesday,17
1270398,ad,False,32,Thursday,12
1090519,ad,False,17,Friday,22
1005452,ad,False,37,Saturday,1
1095122,ad,False,22,Wednesday,16
1112635,ad,False,15,Saturday,20
1453796,ad,False,1,Saturday,8
1347052,ad,False,46,Thursday,11
1568468,ad,False,2,Sunday,13
1023212,ad,False,5,Monday,13
1179662,ad,False,6,Saturday,20
1014223,ad,False,62,Wednesday,17
1089950,ad,False,14,Monday,21
1295812,ad,False,1,Friday,22
1206385,ad,False,1,Saturday,0
1104714,ad,False,106,Tuesday,12
1343948,ad,False,16,Sunday,14
1020652,ad,False,3,Monday,16
1250287,ad,False,6,Friday,10
1547291,ad,False,68,Monday,17
1329820,ad,False,6,Sunday,14
1535300,ad,False,11,Thursday,15
1344091,ad,False,15,Friday,10
1052650,ad,False,2,Tuesday,13
1029625,ad,False,5,Wednesday,17
1356613,ad,False,24,Wednesday,22
1596536,ad,False,40,Wednesday,15
1383591,ad,False,7,Monday,16
1471616,ad,False,4,Sunday,16
1106802,ad,False,43,Saturday,19
1495856,ad,False,3,Tuesday,10
1112275,ad,False,32,Saturday,21
1147916,ad,False,12,Saturday,11
1024789,ad,False,1,Thursday,10
1182194,ad,False,4,Friday,13
1538859,ad,False,1,Monday,20
1647543,ad,False,56,Friday,11
1374380,ad,False,35,Tuesday,14
1385212,ad,False,20,Wednesday,13
1172936,ad,False,78,Thursday,12
1221889,ad,False,59,Monday,18
1353904,ad,False,8,Wednesday,17
1309017,ad,False,1,Saturday,11
1393560,ad,False,36,Sunday,16
1223434,ad,False,5,Tuesday,14
919874,psa,False,2,Monday,18
1306431,ad,False,18,Saturday,22
1282197,ad,False,162,Saturday,17
1332120,ad,False,17,Sunday,17
1292376,ad,False,2,Wednesday,12
1237782,ad,False,31,Friday,17
1496715,ad,False,25,Thursday,2
901493,psa,False,13,Sunday,12
1443944,ad,False,10,Sunday,12
905203,psa,False,80,Sunday,9
1323135,ad,False,2,Tuesday,10
1386285,ad,False,2,Monday,22
1215748,ad,False,24,Sunday,15
1468805,ad,False,10,Saturday,12
1406547,ad,False,31,Tuesday,15
1030613,ad,False,54,Wednesday,16
1647908,ad,False,10,Saturday,17
1373009,ad,False,5,Sunday,17
1324181,ad,False,22,Friday,19
1043279,ad,False,13,Tuesday,21
1411677,ad,False,1,Tuesday,10
1527801,ad,False,74,Saturday,17
1001165,ad,False,11,Friday,22
1028637,ad,False,3,Friday,18
1406222,ad,False,39,Monday,15
1413668,ad,False,34,Wednesday,13
1062375,ad,False,16,Friday,21
1218204,ad,False,33,Thursday,22
1536681,ad,False,3,Monday,12
1649103,ad,False,1,Monday,11
1287419,ad,False,7,Sunday,14
1446105,ad,False,9,Monday,20
1328860,ad,False,6,Friday,21
1118573,ad,False,6,Wednesday,13
1499551,ad,False,41,Sunday,10
1211194,ad,False,1,Monday,18
1357429,ad,False,29,Friday,9
1380295,ad,False,97,Saturday,11
1313547,ad,False,2,Sunday,23
1384582,ad,False,4,Sunday,20
1640881,ad,False,6,Monday,14
1528982,ad,False,4,Monday,10
1470517,ad,False,10,Sunday,15
1496517,ad,False,1,Tuesday,13
1120511,ad,False,20,Sunday,20
1107243,ad,False,19,Saturday,19
1645846,ad,False,20,Monday,9
1128573,ad,False,18,Friday,10
1485494,ad,False,8,Tuesday,14
1334851,ad,False,11,Tuesday,17
1075043,ad,False,91,Tuesday,22
1090472,ad,False,1,Sunday,10
1454535,ad,False,2,Thursday,2
1396973,ad,False,24,Monday,16
910701,psa,False,25,Wednesday,14
1375883,ad,False,6,Thursday,9
910266,psa,False,5,Friday,17
1545957,ad,False,1,Sunday,12
911253,psa,False,24,Sunday,21
1129155,ad,False,12,Monday,9
1352971,ad,False,13,Monday,20
1627958,ad,False,24,Thursday,14
1464603,ad,False,54,Thursday,10
1005736,ad,False,1,Saturday,18
903290,psa,False,1,Monday,15
1457607,ad,False,12,Saturday,13
1173473,ad,False,1,Saturday,10
1104143,ad,False,1,Wednesday,19
1237094,ad,False,22,Sunday,13
1546837,ad,False,4,Monday,6
1244936,ad,False,8,Monday,13
1311635,ad,False,21,Monday,21
1567048,ad,False,1,Tuesday,10
1532727,ad,False,7,Tuesday,11
1107015,ad,False,6,Thursday,13
1208886,ad,True,20,Wednesday,18
1431157,ad,False,100,Thursday,19
1564072,ad,False,15,Thursday,8
1081539,ad,False,31,Friday,22
1560780,ad,False,1,Thursday,19
1550305,ad,False,29,Saturday,14
1069132,ad,False,12,Saturday,15
1031666,ad,False,46,Thursday,12
1104765,ad,False,20,Friday,12
1149902,ad,False,7,Monday,20
1527160,ad,False,17,Monday,12
1049478,ad,False,27,Saturday,11
1418836,ad,False,80,Monday,11
1035860,ad,False,17,Tuesday,13
1281803,ad,False,4,Monday,14
1428047,ad,False,21,Monday,13
1264374,ad,False,2,Monday,11
1650601,ad,False,23,Monday,16
1471929,ad,False,1,Tuesday,14
1080033,ad,False,9,Sunday,19
1464277,ad,False,9,Thursday,21
1493704,ad,False,15,Saturday,11
1087547,ad,True,68,Tuesday,13
1371276,ad,False,8,Wednesday,9
1592672,ad,False,16,Friday,16
1507800,ad,False,1,Thursday,15
1614294,ad,False,10,Sunday,9
1533892,ad,False,2,Friday,13
1188827,ad,True,80,Wednesday,23
1376107,ad,False,1,Friday,13
1035297,ad,False,52,Wednesday,21
1303410,ad,False,9,Friday,10
1109425,ad,False,24,Monday,14
1485108,ad,False,1,Tuesday,13
1486142,ad,False,3,Thursday,17
1594418,ad,False,1,Sunday,13
1473226,ad,False,56,Friday,13
1057840,ad,False,4,Friday,7
919260,psa,False,21,Friday,15
1430902,ad,False,1,Thursday,8
1429781,ad,False,6,Saturday,22
1605820,ad,False,173,Saturday,7
1146770,ad,False,8,Wednesday,23
1205479,ad,False,8,Thursday,16
1501586,ad,False,4,Saturday,17
1527199,ad,False,3,Tuesday,10
1301178,ad,True,212,Wednesday,9
1412067,ad,False,15,Friday,10
1226701,ad,True,67,Friday,19
1637254,ad,False,12,Friday,12
1514100,ad,False,25,Thursday,16
1510346,ad,False,23,Friday,8
1359222,ad,False,4,Wednesday,8
1465718,ad,False,5,Saturday,19
1332202,ad,False,87,Wednesday,21
1168995,ad,False,53,Saturday,8
1631011,ad,False,1,Friday,17
1557119,ad,False,12,Tuesday,18
1404319,ad,False,2,Saturday,15
1264435,ad,False,10,Monday,12
1340773,ad,False,5,Wednesday,15
1540510,ad,True,82,Friday,15
1094270,ad,False,410,Thursday,15
1005161,ad,False,6,Thursday,16
1573793,ad,False,69,Wednesday,11
1237403,ad,False,16,Thursday,18
1291369,ad,False,18,Sunday,8
1099562,ad,False,38,Wednesday,21
1438445,ad,False,6,Tuesday,3
1618883,ad,False,1,Monday,10
1647702,ad,False,93,Wednesday,11
1650510,ad,False,293,Wednesday,11
1327250,ad,False,12,Sunday,11
1268081,ad,False,19,Saturday,19
1263411,ad,False,18,Tuesday,20
1002949,ad,True,75,Tuesday,11
1432865,ad,False,3,Thursday,16
1392025,ad,False,36,Sunday,14
1542444,ad,False,18,Sunday,12
1089503,ad,False,1,Wednesday,8
1197473,ad,False,9,Tuesday,16
1500237,ad,False,11,Monday,8
1238750,ad,False,2,Friday,9
1576534,ad,False,40,Monday,9
1481304,ad,False,5,Friday,16
1371830,ad,False,14,Monday,9
1297544,ad,False,1,Saturday,13
904046,psa,False,13,Monday,15
1151242,ad,False,22,Friday,17
1489596,ad,False,6,Sunday,15
1490972,ad,False,27,Friday,7
1031629,ad,False,2,Sunday,21
1617722,ad,False,30,Tuesday,11
1588729,ad,False,1,Friday,15
1625914,ad,False,377,Friday,15
1494944,ad,False,15,Friday,11
1415791,ad,False,4,Thursday,9
1589020,ad,True,82,Monday,21
1246244,ad,False,16,Sunday,15
1078101,ad,False,1,Saturday,9
1612435,ad,False,8,Saturday,11
1347105,ad,False,190,Friday,19
1469179,ad,False,56,Tuesday,15
1282419,ad,False,229,Monday,12
1633380,ad,False,209,Tuesday,15
1444523,ad,False,8,Saturday,9
1299833,ad,False,11,Thursday,22
1155009,ad,False,5,Sunday,9
1028513,ad,False,59,Thursday,17
1201169,ad,False,190,Saturday,21
1440715,ad,False,8,Friday,17
1054442,ad,False,30,Thursday,22
1322708,ad,False,29,Thursday,11
1455407,ad,False,1,Sunday,19
1009393,ad,False,4,Sunday,0
1298779,ad,False,19,Tuesday,19
1599816,ad,False,17,Monday,22
1612626,ad,False,2,Thursday,20
1302671,ad,False,60,Saturday,8
1551546,ad,False,4,Monday,15
1289229,ad,False,80,Thursday,14
1205811,ad,False,29,Saturday,13
1219406,ad,False,23,Friday,10
1297052,ad,False,26,Sunday,21
1061875,ad,False,77,Thursday,21
1128551,ad,False,24,Wednesday,14
1242015,ad,False,11,Thursday,18
1066850,ad,False,7,Friday,23
1439147,ad,False,12,Friday,8
1172015,ad,False,19,Friday,19
1351808,ad,False,7,Tuesday,10
1033929,ad,False,3,Saturday,0
1212989,ad,False,7,Thursday,23
1000938,ad,False,5,Thursday,12
1326211,ad,False,21,Tuesday,11
1172002,ad,False,25,Sunday,0
1347464,ad,False,24,Wednesday,13
1412861,ad,False,9,Thursday,23
1229584,ad,False,2,Tuesday,3
1054381,ad,False,8,Tuesday,13
1028155,ad,False,16,Friday,23
1128190,ad,False,2,Thursday,13
1425504,ad,False,26,Sunday,20
1166588,ad,False,14,Thursday,15
1016818,ad,False,58,Tuesday,13
1459178,ad,False,11,Wednesday,11
1288497,ad,False,102,Tuesday,9
1267773,ad,False,4,Wednesday,12
922733,psa,False,24,Thursday,18
1239918,ad,False,8,Tuesday,21
1017858,ad,False,7,Thursday,22
1217529,ad,False,70,Sunday,17
1184661,ad,False,3,Wednesday,9
1287596,ad,False,38,Thursday,21
1093047,ad,False,24,Wednesday,23
1284679,ad,False,11,Saturday,15
1064740,ad,False,33,Thursday,12
1135450,ad,False,15,Saturday,21
1239210,ad,False,178,Monday,14
1654126,ad,False,1,Wednesday,18
1258024,ad,False,22,Tuesday,11
1265185,ad,False,11,Sunday,10
1166958,ad,False,31,Tuesday,13
1622883,ad,False,70,Saturday,9
1372674,ad,False,2,Monday,16
1128365,ad,False,44,Friday,21
1288421,ad,False,140,Tuesday,20
1088273,ad,False,42,Wednesday,3
1521155,ad,False,26,Monday,13
1356782,ad,False,62,Sunday,12
1124179,ad,False,12,Friday,14
1463736,ad,False,17,Thursday,12
1153247,ad,False,1,Sunday,11
1047739,ad,False,30,Friday,19
1481450,ad,False,7,Monday,14
1238973,ad,False,106,Saturday,12
1264123,ad,False,8,Thursday,10
1606266,ad,False,15,Monday,22
1087466,ad,False,2,Sunday,19
1395418,ad,False,12,Sunday,18
1156736,ad,False,14,Tuesday,16
1024856,ad,False,2,Wednesday,20
1092055,ad,False,8,Monday,15
1435696,ad,False,20,Saturday,10
1002392,ad,False,33,Sunday,22
1116757,ad,False,33,Thursday,13
1153843,ad,False,28,Friday,18
1321815,ad,False,3,Wednesday,13
1559293,ad,False,6,Sunday,21
1158458,ad,False,1,Tuesday,12
1096266,ad,False,22,Thursday,12
1449637,ad,False,9,Friday,21
1250773,ad,False,3,Friday,11
1634181,ad,False,17,Friday,11
1543405,ad,False,1,Tuesday,16
1007088,ad,False,6,Friday,0
1585245,ad,False,24,Monday,14
1520035,ad,False,35,Thursday,17
1085904,ad,False,5,Sunday,15
1090901,ad,False,1,Tuesday,0
1060793,ad,False,25,Sunday,11
1195418,ad,False,6,Thursday,14
1230199,ad,False,2,Friday,14
1000428,ad,False,15,Friday,13
1244901,ad,False,10,Saturday,11
1274408,ad,False,9,Tuesday,15
1115881,ad,False,13,Tuesday,8
1128354,ad,False,5,Wednesday,17
1444383,ad,False,338,Tuesday,20
1276456,ad,False,6,Thursday,12
1475147,ad,False,38,Wednesday,6
1315586,ad,False,40,Tuesday,14
1179626,ad,False,39,Saturday,8
1298418,ad,False,3,Saturday,18
1072588,ad,False,1,Saturday,14
1420257,ad,False,15,Sunday,14
1057355,ad,False,46,Saturday,10
1381787,ad,False,13,Wednesday,16
1640282,ad,False,22,Wednesday,16
1270182,ad,False,8,Tuesday,10
1525961,ad,False,20,Wednesday,19
1073909,ad,False,22,Friday,11
1277536,ad,False,14,Wednesday,13
1060617,ad,False,1,Monday,18
919807,psa,False,1,Saturday,13
1533369,ad,False,23,Monday,9
1220644,ad,False,70,Tuesday,23
1335267,ad,False,1,Monday,12
1024224,ad,False,5,Tuesday,20
1492901,ad,False,2,Sunday,18
1379357,ad,False,25,Friday,19
1141143,ad,False,18,Thursday,20
1235753,ad,False,18,Sunday,8
1463279,ad,False,4,Monday,22
1577419,ad,False,7,Thursday,11
1130281,ad,False,8,Monday,17
1155291,ad,True,112,Friday,13
1588822,ad,False,9,Wednesday,12
1537184,ad,False,13,Saturday,18
1541205,ad,False,18,Saturday,14
1389306,ad,False,11,Saturday,16
1546638,ad,False,28,Wednesday,17
1159025,ad,False,3,Sunday,17
1267355,ad,False,69,Thursday,7
1374148,ad,False,15,Monday,12
1434691,ad,False,5,Thursday,19
1577691,ad,False,7,Thursday,20
1454460,ad,False,25,Friday,10
1336816,ad,False,2,Thursday,19
1382632,ad,False,15,Thursday,10
1544481,ad,False,7,Wednesday,16
1154386,ad,False,15,Monday,13
1596030,ad,False,19,Wednesday,13
1370887,ad,False,7,Wednesday,15
1365504,ad,False,6,Sunday,16
1606350,ad,True,82,Monday,11
1438605,ad,False,3,Wednesday,16
1633017,ad,False,92,Friday,13
1498613,ad,False,2,Monday,14
1582410,ad,False,8,Sunday,17
1448015,ad,False,4,Thursday,14
1056523,ad,False,9,Monday,19
1433817,ad,False,20,Wednesday,17
1347057,ad,False,17,Thursday,13
1373438,ad,False,2,Monday,15
1127477,ad,False,2,Sunday,16
1430934,ad,False,24,Friday,20
1457651,ad,False,6,Monday,15
1416199,ad,False,23,Tuesday,16
1176126,ad,False,18,Saturday,13
1637949,ad,False,5,Tuesday,12
1215410,ad,False,5,Saturday,14
1392937,ad,False,29,Tuesday,8
1419917,ad,False,36,Sunday,11
1011735,ad,False,6,Sunday,14
1602628,ad,False,16,Friday,15
1459599,ad,False,1,Saturday,10
1120325,ad,False,11,Monday,10
1580545,ad,False,6,Tuesday,11
1192449,ad,False,4,Friday,17
1104644,ad,False,105,Friday,12
1612405,ad,False,20,Sunday,16
1171109,ad,False,34,Monday,18
915187,psa,False,1,Saturday,12
1182251,ad,False,19,Monday,20
1095514,ad,False,23,Saturday,14
1496324,ad,False,48,Saturday,9
1479752,ad,False,3,Tuesday,12
1269762,ad,False,13,Thursday,14
1493237,ad,False,15,Friday,13
1223167,ad,False,11,Sunday,13
1611876,ad,False,50,Sunday,17
1499194,ad,False,22,Sunday,16
1363044,ad,False,6,Monday,8
1023726,ad,False,36,Sunday,18
1072719,ad,False,16,Wednesday,16
1498666,ad,False,11,Thursday,21
1335618,ad,False,1,Monday,16
1355985,ad,False,10,Saturday,16
1463530,ad,False,21,Thursday,9
1003435,ad,False,13,Thursday,18
1020335,ad,False,25,Thursday,15
1487508,ad,False,32,Thursday,11
903840,psa,False,1,Sunday,20
1349076,ad,False,17,Saturday,11
1118736,ad,False,2,Friday,5
1011857,ad,False,25,Monday,17
1468264,ad,False,15,Wednesday,12
1325366,ad,False,2,Monday,15
1551714,ad,False,15,Friday,11
922681,psa,False,97,Thursday,20
1389206,ad,False,14,Monday,15
1455351,ad,False,23,Friday,23
1212928,ad,False,2,Wednesday,11
1395973,ad,False,6,Saturday,11
1491318,ad,False,49,Tuesday,18
1169090,ad,False,20,Tuesday,0
1149338,ad,False,1,Monday,16
1472849,ad,False,19,Monday,8
1205449,ad,False,7,Wednesday,9
1146292,ad,False,5,Thursday,20
1266138,ad,False,25,Friday,9
1375421,ad,False,37,Sunday,10
1118903,ad,False,24,Friday,10
1032956,ad,False,3,Thursday,13
1193830,ad,False,4,Thursday,12
1562512,ad,False,30,Sunday,12
1152667,ad,False,3,Sunday,9
1450543,ad,False,1,Monday,21
1646216,ad,True,55,Sunday,20
1564447,ad,False,9,Wednesday,16
1128273,ad,False,18,Friday,16
1276052,ad,False,2,Tuesday,15
1592618,ad,False,7,Thursday,16
1122059,ad,False,2,Sunday,12
1291728,ad,False,18,Saturday,23
1389819,ad,False,55,Monday,17
1348505,ad,False,48,Sunday,21
1091513,ad,False,74,Sunday,20
1213424,ad,False,40,Wednesday,14
1447942,ad,False,35,Tuesday,15
1532150,ad,False,23,Wednesday,9
1102186,ad,False,9,Wednesday,10
1420291,ad,False,10,Friday,12
1084134,ad,False,28,Saturday,13
1578322,ad,False,51,Friday,11
1468530,ad,False,1,Monday,16
1201805,ad,False,19,Thursday,23
1259889,ad,False,7,Monday,9
1133932,ad,False,22,Wednesday,12
1275522,ad,False,46,Monday,19
1240638,ad,False,20,Friday,1
1087682,ad,False,66,Thursday,22
1060895,ad,False,15,Saturday,19
1074428,ad,False,6,Thursday,14
1114771,ad,False,13,Monday,14
1547295,ad,False,6,Wednesday,11
1386403,ad,False,25,Thursday,11
1192466,ad,False,17,Thursday,9
1242311,ad,False,72,Wednesday,13
1344547,ad,False,1,Saturday,22
1433496,ad,False,3,Thursday,13
1608934,ad,False,5,Friday,9
1295959,ad,False,24,Sunday,15
1493233,ad,False,36,Monday,10
1299441,ad,False,8,Sunday,15
908188,psa,False,26,Thursday,14
1565102,ad,False,4,Wednesday,11
1439544,ad,False,19,Friday,19
1533354,ad,False,57,Friday,22
1586051,ad,False,1,Sunday,16
1496147,ad,False,15,Wednesday,9
1307646,ad,False,16,Wednesday,23
1524771,ad,False,2,Monday,19
903313,psa,False,1,Friday,15
1596801,ad,False,12,Saturday,9
1524824,ad,False,18,Thursday,21
1254435,ad,False,74,Monday,14
1301207,ad,False,21,Sunday,20
1525671,ad,False,2,Monday,11
1396596,ad,False,89,Friday,15
1103492,ad,False,16,Saturday,9
1138301,ad,False,2,Thursday,10
921703,psa,False,7,Sunday,23
1330604,ad,False,95,Monday,16
1378242,ad,False,1,Thursday,21
1335399,ad,False,3,Monday,15
1039202,ad,False,13,Wednesday,13
1215188,ad,False,27,Wednesday,11
1005712,ad,False,7,Monday,12
1377756,ad,False,13,Saturday,12
1285971,ad,False,15,Wednesday,22
1241218,ad,False,25,Tuesday,13
1377080,ad,False,3,Wednesday,11
1546325,ad,False,5,Monday,17
1510557,ad,False,7,Monday,15
1558740,ad,False,19,Saturday,20
1634591,ad,False,20,Thursday,10
1483627,ad,False,6,Saturday,23
1542167,ad,False,70,Sunday,12
1649671,ad,False,32,Wednesday,11
1469903,ad,False,37,Friday,14
1519586,ad,False,5,Saturday,12
1001195,ad,False,2,Saturday,10
1572829,ad,False,78,Tuesday,22
1293557,ad,False,1,Tuesday,12
1211951,ad,False,72,Monday,13
1336055,ad,False,1,Thursday,10
1141469,ad,False,25,Wednesday,21
1566039,ad,False,24,Friday,11
1493535,ad,False,115,Saturday,14
1590334,ad,False,53,Sunday,15
1138415,ad,False,11,Saturday,13
1523684,ad,False,19,Sunday,13
1373322,ad,False,1,Friday,14
914021,psa,False,6,Thursday,21
1218925,ad,False,31,Monday,19
1139330,ad,False,70,Sunday,20
1629071,ad,False,12,Friday,9
1393059,ad,False,14,Sunday,9
1205535,ad,False,32,Friday,13
1346146,ad,False,1,Friday,9
1465810,ad,False,5,Thursday,20
1100424,ad,False,9,Sunday,13
1370823,ad,False,23,Wednesday,20
1320811,ad,False,180,Wednesday,8
1426158,ad,False,27,Friday,14
1188570,ad,False,8,Friday,17
1117935,ad,False,4,Monday,11
1628736,ad,False,78,Sunday,10
1001812,ad,True,85,Saturday,12
1197407,ad,False,4,Saturday,15
1596694,ad,False,13,Tuesday,21
1580537,ad,False,1,Tuesday,21
1088285,ad,False,2,Friday,22
1624174,ad,False,19,Saturday,13
901573,psa,False,7,Saturday,21
1451107,ad,False,27,Saturday,14
1581720,ad,False,22,Tuesday,11
1076268,ad,False,1,Thursday,14
1603069,ad,False,2,Monday,12
1223505,ad,False,84,Friday,12
1263820,ad,False,10,Friday,14
1589915,ad,False,9,Monday,2
1320755,ad,False,49,Thursday,22
1035376,ad,False,28,Friday,9
1175668,ad,False,18,Tuesday,22
1368850,ad,False,1,Wednesday,8
904767,psa,False,14,Tuesday,8
1337864,ad,False,28,Sunday,23
1036851,ad,False,1,Monday,1
1444887,ad,False,26,Wednesday,11
1057703,ad,False,3,Sunday,12
